Feature,Importance
COURSE_CD_FULL_ALT_305JA.1,0.0009903689
COURSE_CD_FULL_ALT_915AA.2,0.0009892299
COURSE_CD_FULL_ALT_251JA.1,0.0009886652
COURSE_TITLE_Graduate Certificate In Business,0.0009867412
COURSE_CD_FULL_ALT_SCM501.1,0.0009848963
COURSE_CD_FULL_ALT_706AA.7,0.0009839542
COURSE_TITLE_Bachelor Of Industrial Design,0.0009802663
COURSE_CD_FULL_ALT_256HG.1,0.0009791306
COURSE_TITLE_Bachelor Of Accounting,0.0009786997
BIRTH_COUNTRY_IRELAND,0.0009784538
COURSE_CD_FULL_ALT_ARB202.1,0.0009773091
COURSE_CD_FULL_ALT_ARB002.1,0.00097537605
COURSE_CD_FULL_ALT_148JA.3,0.0009736411
COURSE_TITLE_Bachelor Of Politics And International Relations/Bachelor Of Laws,0.00097304914
COURSE_CD_FULL_ALT_660AA.6,0.0009684309
COURSE_CD_FULL_ALT_924AA.6,0.000966315
COURSE_TITLE_Bachelor Of Science,0.00096620206
COURSE_CD_FULL_ALT_HLB001.1,0.0009636743
COURSE_CD_FULL_ALT_HLC501.1,0.00096363894
COURSE_CD_FULL_ALT_MGSC02.2,0.00095590163
COURSE_CD_FULL_ALT_MXP001.1,0.00095453695
COURSE_CD_FULL_ALT_271JA.1,0.00095150346
BIRTH_COUNTRY_AUSTRALIA,0.00095052447
COURSE_CD_FULL_ALT_274JA.6,0.0009500944
"BIRTH_COUNTRY_UNITED KINGDOM, NFD",0.0009472797
COURSE_CD_FULL_ALT_SCSC01.1,0.00094642
COURSE_CD_FULL_ALT_267JA.1,0.00094239664
COURSE_CD_FULL_ALT_SCSC03.1,0.0009414991
COURSE_CD_FULL_ALT_ARB404.1,0.0009412907
BIRTH_COUNTRY_CROATIA,0.0009406272
COURSE_CD_FULL_ALT_131JA.1,0.0009402418
COURSE_CD_FULL_ALT_206JA.2,0.0009342515
COURSE_CD_FULL_ALT_348JA.3,0.0009318888
COURSE_TITLE_Master Of Public Health,0.0009280947
COURSE_CD_FULL_ALT_365JA.1,0.000927775
COURSE_CD_FULL_ALT_NPH001.1,0.00092731183
AGE_RANGE_70 to 79,0.00092673517
COURSE_TITLE_Bachelor Of Film Production,0.00092634093
BIRTH_COUNTRY_TUNISIA,0.00092294154
COURSE_CD_FULL_ALT_EDG301.1,0.00092267705
COURSE_CD_FULL_ALT_317JA.2,0.0009225655
COURSE_TITLE_Graduate Certificate In Public Policy And Finance,0.00092144107
COURSE_CD_FULL_ALT_739AD.2,0.0009185987
COURSE_CD_FULL_ALT_MGB001.1,0.0009159463
COURSE_CD_FULL_ALT_ARB104.1,0.0009149387
COURSE_TITLE_Bachelor Of Arts,0.0009135786
COURSE_CD_FULL_ALT_317JA.1,0.0009127634
BIRTH_COUNTRY_VIET NAM,0.000911938
COURSE_CD_FULL_ALT_380JA.1,0.00091054733
BIRTH_COUNTRY_HONDURAS,0.0009054943
COURSE_TITLE_Bachelor Of Design (Interaction Design),0.0009027242
FACULTY_CODE_FCY-HLT,0.0009019428
COURSE_TITLE_Bachelor Of Primary Education (Health And Physical Education),0.00090183446
COURSE_CD_FULL_ALT_ABB003.1,0.0009008892
BIRTH_COUNTRY_ALGERIA,0.00090067554
BIRTH_COUNTRY_LAOS,0.00089887175
COURSE_CD_FULL_ALT_ARSC03.1,0.00089723174
COURSE_CD_FULL_ALT_833AA.4,0.0008928738
COURSE_TITLE_Bachelor Of Justice Studies/Bachelor Of Forensic Studies,0.0008867029
COURSE_TITLE_Master Of Education Studies,0.0008863048
COURSE_CD_FULL_ALT_MGC501.1,0.0008833609
COURSE_TITLE_Bachelor Of Arts/Bachelor Of Commerce,0.00088071264
COURSE_TITLE_Bachelor Of Secondary Education/Bachelor Of Mathematics And Computing Technology Studies,0.0008794485
"LOCATION_DESCRIPTION_UC - TAFE NSW South Western Sydney, Liverpool",0.00087860314
COURSE_CD_FULL_ALT_319JA.3,0.0008769676
BIRTH_COUNTRY_BAHRAIN,0.0008744005
COURSE_TITLE_Master Of Teaching,0.0008716699
COURSE_CD_FULL_ALT_ARB302.1,0.00086495554
COURSE_CD_FULL_ALT_780AA.1,0.00086289004
COURSE_CD_FULL_ALT_327JA.4,0.00086080143
COURSE_CD_FULL_ALT_ARB201.2,0.000859073
COURSE_CD_FULL_ALT_SCB101.2,0.00085719395
COURSE_CD_FULL_ALT_MGB104.1,0.0008551499
COURSE_CD_FULL_ALT_298JA.1,0.0008535143
COURSE_TITLE_Bachelor Of Forensic Studies/Bachelor Of Laws,0.00085233524
COURSE_CD_FULL_ALT_266JA.4,0.0008490707
COURSE_CD_FULL_ALT_255HG.1,0.0008475264
BIRTH_COUNTRY_VENEZUELA,0.00084589695
COURSE_TITLE_Bachelor Of Science/Bachelor Of Laws,0.0008433653
TEACHING_PERIOD_DESCR_Teaching Period 2,0.00084267464
COURSE_CD_FULL_ALT_249JA.2,0.0008407136
COURSE_CD_FULL_ALT_MGM301.1,0.0008351679
AGE_RANGE_30 to 39,0.00083413906
COURSE_TITLE_Bachelor Of Sports Management,0.0008333621
BIRTH_COUNTRY_GREECE,0.0008312727
COURSE_CD_FULL_ALT_EDS001.2,0.0008312473
COURSE_CD_FULL_ALT_173JA.2,0.0008301794
COURSE_CD_FULL_ALT_211JA.1,0.0008300582
COURSE_CD_FULL_ALT_ARB006.1,0.00082930806
BIRTH_COUNTRY_BAHAMAS,0.000829209
COURSE_TITLE_Bachelor Of Business/ Bachelor Of Information Technology,0.0008289444
COURSE_CD_FULL_ALT_ARAR02.2,0.000825721
COURSE_CD_FULL_ALT_HLM601.1,0.0008244411
COURSE_CD_FULL_ALT_307JA.1,0.0008215718
COURSE_CD_FULL_ALT_846AA.7,0.0008203964
COURSE_TITLE_Master Of Creative Industries,0.00081937783
COURSE_CD_FULL_ALT_347JA.1,0.0008192281
COURSE_CD_FULL_ALT_829AA.6,0.00081757765
BIRTH_COUNTRY_GUINEA,0.0008172158
COURSE_CD_FULL_ALT_NPB003.1,0.00080736104
COURSE_TITLE_Bachelor Of Business/ Bachelor Of Communication And Media,0.00080684246
COURSE_CD_FULL_ALT_ARB403.1,0.00080559234
COURSE_CD_FULL_ALT_SCB302.1,0.000805269
COURSE_TITLE_Graduate Certificate In Accounting,0.0008033101
COURSE_CD_FULL_ALT_815AA.6,0.0007985553
BIRTH_COUNTRY_FORMER YUGOSLAV REPUBLIC OF MACEDONIA (FYROM),0.00079629873
COURSE_CD_FULL_ALT_686AA.7,0.0007939117
COURSE_CD_FULL_ALT_230JA.2,0.0007910118
COURSE_CD_FULL_ALT_ARB401.1,0.00078872644
COURSE_CD_FULL_ALT_278JA.2,0.0007884618
COURSE_TITLE_Graduate Certificate In Information Technology,0.0007881995
COURSE_CD_FULL_ALT_320JA.1,0.0007863271
BIRTH_COUNTRY_ROMANIA,0.0007844594
COURSE_CD_FULL_ALT_HLM501.1,0.00077744044
COURSE_CD_FULL_ALT_801AA.6,0.0007743136
COURSE_TITLE_Bachelor Of Health Studies,0.0007740863
COURSE_CD_FULL_ALT_SCNP01.1,0.00076938845
COURSE_TITLE_Bachelor Of Commerce/Bachelor Of Laws,0.000767955
COURSE_CD_FULL_ALT_357JA.1,0.0007673232
COURSE_TITLE_Bachelor Of Politics & International Relations/Bachelor Of Communication In Media And Public Affairs,0.0007658288
COURSE_CD_FULL_ALT_322AA.9,0.0007648123
COURSE_TITLE_Master Of Engineering,0.0007563541
COURSE_CD_FULL_ALT_846AA.8,0.00075434
COURSE_CD_FULL_ALT_323JA.3,0.0007477831
COURSE_CD_FULL_ALT_MGB105.2,0.00074477313
COURSE_TITLE_Bachelor Of Arts In International Studies/Bachelor Of Laws,0.00074278493
COURSE_CD_FULL_ALT_276JA.3,0.0007331601
BIRTH_COUNTRY_OMAN,0.00073162664
COURSE_CD_FULL_ALT_ARB202.2,0.0007308222
COURSE_CD_FULL_ALT_MGSC01.1,0.0007295097
FEE_PAYING_GROUP_DESCRIPTION_Domestic Fee-Paying,0.0007281788
COURSE_CD_FULL_ALT_HLMG01.1,0.000727561
COURSE_CD_FULL_ALT_MGIT02.2,0.00072719075
COURSE_CD_FULL_ALT_780AA.3,0.00072098855
COURSE_TITLE_Master Of International Business,0.0007190812
COURSE_CD_FULL_ALT_ARB101.1,0.00071868673
COURSE_CD_FULL_ALT_292JA.1,0.00071643025
COURSE_CD_FULL_ALT_HLM101.2,0.0007163367
COURSE_CD_FULL_ALT_347JA.2,0.0007149138
COURSE_CD_FULL_ALT_EDM101.1,0.0007115225
COURSE_CD_FULL_ALT_338JA.1,0.0007108304
BIRTH_COUNTRY_UKRAINE,0.00070923724
COURSE_CD_FULL_ALT_ARB001.1,0.0007049744
COURSE_CD_FULL_ALT_372JA.1,0.00069952366
COURSE_CD_FULL_ALT_EDC104.1,0.0006994542
COURSE_CD_FULL_ALT_321JA.5,0.00069579703
BIRTH_COUNTRY_GAZA STRIP AND WEST BANK,0.00069564587
COURSE_CD_FULL_ALT_868AA.4,0.00069535157
BIRTH_COUNTRY_SWITZERLAND,0.00069085433
COURSE_CD_FULL_ALT_SCM101.1,0.00069077744
COURSE_CD_FULL_ALT_142JA.2,0.0006855479
COURSE_TITLE_Professional Doctorate In Business Administration (Research),0.0006844818
COURSE_CD_FULL_ALT_943AA.3,0.00067702704
COURSE_CD_FULL_ALT_946AA.3,0.0006766873
COURSE_CD_FULL_ALT_ARSC01.3,0.00067459996
COURSE_CD_FULL_ALT_ARB007.1,0.00067454926
COURSE_CD_FULL_ALT_266JA.2,0.000670425
COURSE_CD_FULL_ALT_219JA.1,0.00067025906
COURSE_TITLE_Bachelor Of Commerce (Financial Planning),0.0006682031
COURSE_CD_FULL_ALT_838AA.3,0.00066806335
COURSE_CD_FULL_ALT_371JA.2,0.0006657707
COURSE_CD_FULL_ALT_EDC301.1,0.0006618772
COURSE_CD_FULL_ALT_274JA.4,0.00065873575
COURSE_CD_FULL_ALT_HLB301.1,0.00065105775
COURSE_CD_FULL_ALT_883AA.2,0.00064602005
COURSE_TITLE_Master Of Teaching English To Speakers Of Other Languages (Tesol) & Foreign Language Teaching (Flt),0.00064197014
COURSE_CD_FULL_ALT_916AA.2,0.0006418648
COURSE_TITLE_Bachelor Of Environmental Science,0.00064101577
AGE_RANGE_80 to 89,0.0006346718
COURSE_CD_FULL_ALT_330JA.1,0.00063411717
COURSE_CD_FULL_ALT_146JA.3,0.00063209067
COURSE_CD_FULL_ALT_208JA.1,0.00063141994
COURSE_CD_FULL_ALT_976AA.2,0.00063094526
LOCATION_COUNTRY_China,0.00062957854
COURSE_CD_FULL_ALT_290JA.2,0.0006262378
DEEWR_CITIZENSHIP_HUMANITARIAN VISA HOLDER,0.0006226494
COURSE_CD_FULL_ALT_133JA.2,0.0006225888
COURSE_CD_FULL_ALT_SCMG01.1,0.00062237243
COURSE_CD_FULL_ALT_MGB107.1,0.0006210978
COURSE_CD_FULL_ALT_ITC103.1,0.000620934
COURSE_CD_FULL_ALT_794AA.4,0.00061985385
COURSE_CD_FULL_ALT_ABM101.1,0.00061861734
COURSE_CD_FULL_ALT_330JA.6,0.0006174793
AGE_RANGE_50 to 59,0.0006169109
COURSE_CD_FULL_ALT_ARB203.3,0.00061679044
COURSE_CD_FULL_ALT_723AA.6,0.0006148013
COURSE_CD_FULL_ALT_394AA.6,0.0006139387
COURSE_CD_FULL_ALT_184JA.2,0.0006085068
BIRTH_COUNTRY_SERBIA,0.000607907
COURSE_CD_FULL_ALT_815AA.5,0.00060745195
LOCATION_DESCRIPTION_UC Ozford,0.000604577
COURSE_TITLE_Bachelor Of Digital Design (Digital Media),0.0006043993
COURSE_CD_FULL_ALT_979AA.2,0.00060313597
COURSE_CD_FULL_ALT_324JA.5,0.0006017345
COURSE_CD_FULL_ALT_801AA.5,0.0005989335
COURSE_TITLE_Graduate Diploma In Legal Studies,0.0005982817
COURSE_CD_FULL_ALT_216JA.1,0.000598145
COURSE_CD_FULL_ALT_MGB109.1,0.00059250614
COURSE_CD_FULL_ALT_275JA.3,0.0005913801
COURSE_CD_FULL_ALT_MGIT01.2,0.00058485067
COURSE_CD_FULL_ALT_815AA.4,0.00058432925
"LOCATION_DESCRIPTION_UC - Cooma Universities Centre, Cooma",0.0005841375
COURSE_CD_FULL_ALT_282JA.2,0.0005820921
COURSE_TITLE_Graduate Diploma In Business Informatics,0.00058183493
COURSE_CD_FULL_ALT_847AA.2,0.0005790508
COURSE_CD_FULL_ALT_EDM103.1,0.00057773985
COURSE_CD_FULL_ALT_324JA.1,0.00057766744
COURSE_TITLE_Graduate Certificate In Business Informatics,0.0005771202
COURSE_CD_FULL_ALT_SCAR02.2,0.0005706961
COURSE_CD_FULL_ALT_MGIT03.2,0.0005696568
COURSE_CD_FULL_ALT_342JA.2,0.00056729105
COURSE_CD_FULL_ALT_370JA.1,0.0005653585
COURSE_CD_FULL_ALT_769AA.2,0.00056328205
COURSE_TITLE_Bachelor Of Sports Media,0.00056290935
COURSE_CD_FULL_ALT_306JA.2,0.000562219
COURSE_TITLE_Graduate Certificate In Policy And Data,0.00056024664
COURSE_CD_FULL_ALT_807AA.4,0.0005576773
COURSE_CD_FULL_ALT_560AA.4,0.0005557651
COURSE_CD_FULL_ALT_361JA.2,0.00055413914
COURSE_CD_FULL_ALT_ARB203.2,0.0005531151
COURSE_CD_FULL_ALT_331JA.1,0.0005463202
COURSE_TITLE_Bachelor Of Communication And Media/ Bachelor Of Event And Tourism Management,0.00054560084
COURSE_CD_FULL_ALT_185JA.1,0.0005403299
COURSE_CD_FULL_ALT_560AA.8,0.0005387423
COURSE_CD_FULL_ALT_988AA.2,0.00053557096
COURSE_CD_FULL_ALT_380JB.1,0.00053548394
COURSE_CD_FULL_ALT_ARSC03.2,0.00053384877
BIRTH_COUNTRY_WALES,0.00053279294
COURSE_CD_FULL_ALT_998AA.3,0.0005308887
COURSE_CD_FULL_ALT_187JA.2,0.0005306066
COURSE_CD_FULL_ALT_883AA.3,0.0005271855
COURSE_CD_FULL_ALT_299JA.1,0.000525805
COURSE_CD_FULL_ALT_HLM001.1,0.00052474556
BIRTH_COUNTRY_MACAU (SAR OF CHINA),0.00052347005
COURSE_TITLE_Graduate Certificate In Sports Analytics,0.0005202447
COURSE_CD_FULL_ALT_266JA.6,0.0005143144
"LOCATION_DESCRIPTION_UC - TAFE Queensland, Mount Gravatt",0.0005096689
LOCATION_DESCRIPTION_UCI - East China University of Science & Technology Shanghai,0.0005082576
COURSE_CD_FULL_ALT_ARB402.1,0.0005069209
COURSE_CD_FULL_ALT_ARC701.1,0.0005017406
COURSE_TITLE_Bachelor Of Nursing (Honours),0.00050081825
COURSE_CD_FULL_ALT_ARB008.1,0.0005001455
COURSE_CD_FULL_ALT_322JA.1,0.00049999397
COURSE_CD_FULL_ALT_172JA.1,0.0004977779
COURSE_CD_FULL_ALT_308JA.1,0.0004941434
COURSE_CD_FULL_ALT_289JA.1,0.00049017434
BIRTH_COUNTRY_SPAIN,0.00048769606
COURSE_CD_FULL_ALT_992AA.5,0.00048703724
"COURSE_TITLE_Bachelor Of Business, Government And Policy (Honours)",0.00048175096
COURSE_CD_FULL_ALT_SCG002.1,0.00047909582
COURSE_CD_FULL_ALT_SCAR01.1,0.00047588078
COURSE_TITLE_Bachelor Of Applied Economics/Bachelor Of Commerce,0.0004748707
COURSE_TITLE_Bachelor Of Arts/Bachelor Of Communication And Media,0.00047432486
COURSE_CD_FULL_ALT_246JA.3,0.00047417125
COURSE_CD_FULL_ALT_369JA.1,0.0004710386
COURSE_CD_FULL_ALT_372JA.2,0.00046968955
COURSE_CD_FULL_ALT_HLM401.1,0.00046874196
COURSE_CD_FULL_ALT_264JA.2,0.000468398
COURSE_CD_FULL_ALT_322JA.3,0.00046679805
COURSE_CD_FULL_ALT_202JA.6,0.00046662832
COURSE_CD_FULL_ALT_688AA.6,0.0004658335
COURSE_CD_FULL_ALT_292JA.2,0.00045670528
COURSE_CD_FULL_ALT_297JA.3,0.00045560332
COURSE_CD_FULL_ALT_202JA.7,0.00045229524
COURSE_CD_FULL_ALT_706AA.9,0.00045200365
COURSE_CD_FULL_ALT_723AL.4,0.00044936858
BIRTH_COUNTRY_ISRAEL,0.00044739648
COURSE_CD_FULL_ALT_ARMG01.1,0.00044150645
COURSE_CD_FULL_ALT_340JA.1,0.0004405991
COURSE_CD_FULL_ALT_884AA.3,0.00044005565
COURSE_CD_FULL_ALT_196JA.2,0.0004392958
COURSE_CD_FULL_ALT_ARB201.3,0.0004379997
COURSE_TITLE_Master Of Education (Research),0.0004377899
COURSE_CD_FULL_ALT_NPSC01.1,0.00043476233
COURSE_CD_FULL_ALT_ARC402.1,0.0004323742
COURSE_CD_FULL_ALT_167JA.2,0.00043017478
COURSE_CD_FULL_ALT_288JA.2,0.0004286195
BIRTH_COUNTRY_NORTHERN IRELAND,0.0004161236
COURSE_CD_FULL_ALT_330JA.3,0.0004085918
COURSE_CD_FULL_ALT_285JA.2,0.0004068922
COURSE_CD_FULL_ALT_355JA.1,0.00040356035
COURSE_CD_FULL_ALT_739AD.1,0.00040304966
COURSE_CD_FULL_ALT_723AF.3,0.00040027205
BIRTH_COUNTRY_MALDIVES,0.00039380728
COURSE_CD_FULL_ALT_326JA.4,0.00039199338
COURSE_CD_FULL_ALT_840AA.4,0.00038554968
COURSE_CD_FULL_ALT_285JA.1,0.00038458465
BIRTH_COUNTRY_BURUNDI,0.00037682225
COURSE_TITLE_Graduate Diploma In Accounting,0.00036053287
COURSE_CD_FULL_ALT_SCSC01.2,0.00033359395
COURSE_TYPE_GROUP1_BKEY_NAWD,0.000330767
COURSE_CD_FULL_ALT_274JA.2,0.00031482038
COURSE_CD_FULL_ALT_912AA.5,0.00027591854
"LOCATION_DESCRIPTION_UCI - Hong Kong Baptist University, Hong Kong",0.0002607973
COURSE_CD_FULL_ALT_373JA.1,0.00023832565
COURSE_CD_FULL_ALT_328JA.2,0.00021408785
COURSE_CD_FULL_ALT_689AA.5,0.00018710188
COURSE_CD_FULL_ALT_316AA.1,0.00018585395
COURSE_CD_FULL_ALT_329JA.1,0.00018298591
COURSE_CD_FULL_ALT_723AL.2,0.00017866521
COURSE_CD_FULL_ALT_254HC.2,0.0001773291
COURSE_CD_FULL_ALT_266JA.5,0.00017425175
COURSE_CD_FULL_ALT_213AA.1,0.00014860096
COURSE_CD_FULL_ALT_328JA.3,0.000120922676
COURSE_CD_FULL_ALT_ETB001.1,0.000108115964
COURSE_CD_FULL_ALT_MGM102.1,9.6052594e-05
COURSE_CD_FULL_ALT_274JA.3,9.090859e-05
"LOCATION_DESCRIPTION_UC - TAFE Queensland, Coomera",7.2730916e-05
COURSE_CD_FULL_ALT_723AE.2,8.816146e-06
COURSE_CD_FULL_ALT_337JA.1,0.0
COURSE_CD_FULL_ALT_341JA.1,0.0
COURSE_CD_FULL_ALT_341JA.2,0.0
COURSE_CD_FULL_ALT_342JA.1,0.0
COURSE_CD_FULL_ALT_343JA.1,0.0
COURSE_CD_FULL_ALT_345JA.1,0.0
COURSE_CD_FULL_ALT_345JA.2,0.0
COURSE_CD_FULL_ALT_348JA.1,0.0
COURSE_CD_FULL_ALT_348JA.2,0.0
COURSE_CD_FULL_ALT_350JA.1,0.0
COURSE_CD_FULL_ALT_351JA.1,0.0
COURSE_CD_FULL_ALT_354JA.1,0.0
COURSE_CD_FULL_ALT_354JA.2,0.0
COURSE_CD_FULL_ALT_360JA.1,0.0
COURSE_CD_FULL_ALT_360JA.2,0.0
COURSE_CD_FULL_ALT_362JA.1,0.0
COURSE_CD_FULL_ALT_363JA.1,0.0
COURSE_CD_FULL_ALT_363JA.2,0.0
COURSE_CD_FULL_ALT_367JA.1,0.0
COURSE_CD_FULL_ALT_372JA.3,0.0
COURSE_CD_FULL_ALT_373JA.2,0.0
COURSE_CD_FULL_ALT_373JA.3,0.0
COURSE_CD_FULL_ALT_373JA.4,0.0
COURSE_CD_FULL_ALT_374JA.1,0.0
COURSE_CD_FULL_ALT_379JA.1,0.0
COURSE_CD_FULL_ALT_380JA.2,0.0
COURSE_CD_FULL_ALT_380JB.2,0.0
COURSE_CD_FULL_ALT_384JA.1,0.0
COURSE_CD_FULL_ALT_385JA.1,0.0
COURSE_CD_FULL_ALT_386JA.1,0.0
COURSE_CD_FULL_ALT_386JA.2,0.0
COURSE_CD_FULL_ALT_394AA.5,0.0
COURSE_CD_FULL_ALT_429AA.5,0.0
COURSE_CD_FULL_ALT_429AA.7,0.0
COURSE_CD_FULL_ALT_429AB.2,0.0
COURSE_CD_FULL_ALT_484AA.2,0.0
COURSE_CD_FULL_ALT_485AA.2,0.0
COURSE_CD_FULL_ALT_638AA.6,0.0
COURSE_CD_FULL_ALT_672AA.3,0.0
COURSE_CD_FULL_ALT_672AA.4,0.0
COURSE_CD_FULL_ALT_677AA.3,0.0
COURSE_CD_FULL_ALT_686AA.4,0.0
COURSE_CD_FULL_ALT_688AA.7,0.0
COURSE_CD_FULL_ALT_689AA.6,0.0
COURSE_CD_FULL_ALT_706AA.4,0.0
COURSE_CD_FULL_ALT_706AA.5,0.0
COURSE_CD_FULL_ALT_706AA.6,0.0
COURSE_CD_FULL_ALT_723AA.1,0.0
COURSE_CD_FULL_ALT_723AA.2,0.0
COURSE_CD_FULL_ALT_723AA.7,0.0
COURSE_CD_FULL_ALT_723AE.3,0.0
COURSE_CD_FULL_ALT_723AE.4,0.0
COURSE_CD_FULL_ALT_723AE.5,0.0
COURSE_CD_FULL_ALT_723AF.2,0.0
COURSE_CD_FULL_ALT_723AF.4,0.0
COURSE_CD_FULL_ALT_723AF.5,0.0
COURSE_CD_FULL_ALT_723AL.3,0.0
COURSE_CD_FULL_ALT_726AA.1,0.0
COURSE_CD_FULL_ALT_727AA.1,0.0
COURSE_CD_FULL_ALT_728AA.2,0.0
COURSE_CD_FULL_ALT_731AA.1,0.0
COURSE_CD_FULL_ALT_734AA.3,0.0
COURSE_CD_FULL_ALT_737AA.4,0.0
COURSE_CD_FULL_ALT_739AC.1,0.0
COURSE_CD_FULL_ALT_739AD.3,0.0
COURSE_CD_FULL_ALT_742AA.1,0.0
COURSE_CD_FULL_ALT_742AA.2,0.0
COURSE_CD_FULL_ALT_742AA.3,0.0
COURSE_CD_FULL_ALT_760AA.2,0.0
COURSE_CD_FULL_ALT_761AA.4,0.0
COURSE_CD_FULL_ALT_762AB.2,0.0
COURSE_CD_FULL_ALT_768AA.1,0.0
COURSE_CD_FULL_ALT_769AA.1,0.0
COURSE_CD_FULL_ALT_769AA.3,0.0
COURSE_CD_FULL_ALT_771AA.4,0.0
COURSE_CD_FULL_ALT_771AA.5,0.0
COURSE_CD_FULL_ALT_771AA.6,0.0
COURSE_CD_FULL_ALT_772AA.7,0.0
COURSE_CD_FULL_ALT_773AA.2,0.0
COURSE_CD_FULL_ALT_773AA.3,0.0
COURSE_CD_FULL_ALT_791AA.3,0.0
COURSE_CD_FULL_ALT_793AA.7,0.0
COURSE_CD_FULL_ALT_794AA.3,0.0
COURSE_CD_FULL_ALT_798AA.5,0.0
COURSE_CD_FULL_ALT_798AA.6,0.0
COURSE_CD_FULL_ALT_799AA.3,0.0
COURSE_CD_FULL_ALT_799AA.4,0.0
COURSE_CD_FULL_ALT_801AA.4,0.0
COURSE_CD_FULL_ALT_802AA.5,0.0
COURSE_CD_FULL_ALT_802AA.6,0.0
COURSE_CD_FULL_ALT_804AA.3,0.0
COURSE_CD_FULL_ALT_806AA.4,0.0
COURSE_CD_FULL_ALT_807AA.3,0.0
COURSE_CD_FULL_ALT_808AA.3,0.0
COURSE_CD_FULL_ALT_808AA.4,0.0
COURSE_CD_FULL_ALT_810AA.4,0.0
COURSE_CD_FULL_ALT_810AA.5,0.0
COURSE_CD_FULL_ALT_810AA.6,0.0
COURSE_CD_FULL_ALT_818AA.5,0.0
COURSE_CD_FULL_ALT_818AA.6,0.0
COURSE_CD_FULL_ALT_821AA.5,0.0
COURSE_CD_FULL_ALT_821AA.6,0.0
COURSE_CD_FULL_ALT_822AA.5,0.0
COURSE_CD_FULL_ALT_822AA.6,0.0
COURSE_CD_FULL_ALT_829AA.5,0.0
COURSE_CD_FULL_ALT_830AA.3,0.0
COURSE_CD_FULL_ALT_830AA.4,0.0
COURSE_CD_FULL_ALT_833AA.2,0.0
COURSE_CD_FULL_ALT_833AA.3,0.0
COURSE_CD_FULL_ALT_836AA.3,0.0
COURSE_CD_FULL_ALT_836AA.4,0.0
COURSE_CD_FULL_ALT_837AA.4,0.0
COURSE_CD_FULL_ALT_837AA.5,0.0
COURSE_CD_FULL_ALT_838AA.2,0.0
COURSE_CD_FULL_ALT_838AA.5,0.0
COURSE_CD_FULL_ALT_839AA.1,0.0
COURSE_CD_FULL_ALT_839AA.2,0.0
COURSE_CD_FULL_ALT_840AA.5,0.0
COURSE_CD_FULL_ALT_840AA.6,0.0
COURSE_CD_FULL_ALT_841AA.4,0.0
COURSE_CD_FULL_ALT_841AA.5,0.0
COURSE_CD_FULL_ALT_843AA.2,0.0
COURSE_CD_FULL_ALT_843AA.3,0.0
COURSE_CD_FULL_ALT_843AA.4,0.0
COURSE_CD_FULL_ALT_843AA.5,0.0
COURSE_CD_FULL_ALT_844AA.3,0.0
COURSE_CD_FULL_ALT_844AA.4,0.0
COURSE_CD_FULL_ALT_844AA.5,0.0
COURSE_CD_FULL_ALT_845AA.2,0.0
COURSE_CD_FULL_ALT_845AA.3,0.0
COURSE_CD_FULL_ALT_846AA.3,0.0
COURSE_CD_FULL_ALT_846AA.4,0.0
COURSE_CD_FULL_ALT_846AA.5,0.0
IS_DOMESTIC,0.0
HAS_SCHOLARSHIP,0.0
HAS_DISABILITY,0.0
IS_CURRENT_STUDENT,0.0
COURSE_CD_FULL_ALT_849AA.1,0.0
IS_RESEARCH_STUDENT,0.0
COURSE_CD_FULL_ALT_851AA.3,0.0
