Feature,Importance
COURSE_CD_FULL_ALT_851AB.1,0.0
COURSE_CD_FULL_ALT_852AA.8,0.0
COURSE_CD_FULL_ALT_859AA.2,0.0
COURSE_CD_FULL_ALT_860AA.2,0.0
COURSE_CD_FULL_ALT_861AA.2,0.0
COURSE_CD_FULL_ALT_868AA.3,0.0
IS_AUS_CAMPUS,0.0
IS_ATSI,0.0
COURSE_CD_FULL_ALT_882AA.3,0.0
IS_RESEARCH_COURSE,0.0
IS_UCC_COURSE,0.0
STUDENT_INT_DOM_International,0.0
COURSE_CD_FULL_ALT_884AA.4,0.0
BIRTH_COUNTRY_ADÉLIE LAND (FRANCE),0.0
COURSE_CD_FULL_ALT_887AA.1,0.0
COURSE_CD_FULL_ALT_900AA.2,0.0
COURSE_CD_FULL_ALT_901AA.2,0.0
COURSE_CD_FULL_ALT_903AA.2,0.0
COURSE_CD_FULL_ALT_910AA.2,0.0
COURSE_CD_FULL_ALT_912AA.4,0.0
BIRTH_COUNTRY_ALBANIA,0.0
BIRTH_COUNTRY_ANGOLA,0.0
COURSE_CD_FULL_ALT_913AA.4,0.0
BIRTH_COUNTRY_ARGENTINIAN ANTARCTIC TERRITORY,0.0
COURSE_CD_FULL_ALT_913AA.6,0.0
COURSE_CD_FULL_ALT_914AA.1,0.0
BIRTH_COUNTRY_ARMENIA,0.0
BIRTH_COUNTRY_ARUBA,0.0
COURSE_CD_FULL_ALT_920AA.2,0.0
BIRTH_COUNTRY_AUSTRALIAN ANTARCTIC TERRITORY,0.0
BIRTH_COUNTRY_AZERBAIJAN,0.0
BIRTH_COUNTRY_BARBADOS,0.0
COURSE_CD_FULL_ALT_927AA.2,0.0
COURSE_CD_FULL_ALT_927AA.3,0.0
COURSE_CD_FULL_ALT_942AA.1,0.0
COURSE_CD_FULL_ALT_943AA.2,0.0
BIRTH_COUNTRY_BELARUS,0.0
COURSE_CD_FULL_ALT_944AA.3,0.0
COURSE_CD_FULL_ALT_944AA.4,0.0
COURSE_CD_FULL_ALT_944AA.5,0.0
COURSE_CD_FULL_ALT_945AA.2,0.0
COURSE_CD_FULL_ALT_945AA.3,0.0
COURSE_CD_FULL_ALT_946AA.2,0.0
BIRTH_COUNTRY_BELIZE,0.0
BIRTH_COUNTRY_BERMUDA,0.0
COURSE_CD_FULL_ALT_956AA.4,0.0
COURSE_CD_FULL_ALT_958AA.1,0.0
COURSE_CD_FULL_ALT_958AA.2,0.0
COURSE_CD_FULL_ALT_958AA.3,0.0
COURSE_CD_FULL_ALT_964AA.1,0.0
COURSE_CD_FULL_ALT_965AA.1,0.0
COURSE_CD_FULL_ALT_966AA.2,0.0
COURSE_CD_FULL_ALT_969AA.1,0.0
COURSE_CD_FULL_ALT_971AA.1,0.0
COURSE_CD_FULL_ALT_973AA.1,0.0
COURSE_CD_FULL_ALT_973AA.2,0.0
BIRTH_COUNTRY_BOLIVIA,0.0
BIRTH_COUNTRY_BOSNIA AND HERZEGOVINA,0.0
BIRTH_COUNTRY_BRAZIL,0.0
BIRTH_COUNTRY_BULGARIA,0.0
BIRTH_COUNTRY_BURKINA FASO,0.0
COURSE_CD_FULL_ALT_979AA.1,0.0
BIRTH_COUNTRY_CAMEROON,0.0
BIRTH_COUNTRY_CENTRAL AFRICAN REPUBLIC,0.0
"BIRTH_COUNTRY_CENTRAL AND WEST AFRICA, NFD",0.0
BIRTH_COUNTRY_CHAD,0.0
COURSE_CD_FULL_ALT_992AA.4,0.0
BIRTH_COUNTRY_CHANNEL ISLANDS,0.0
COURSE_CD_FULL_ALT_998AA.2,0.0
BIRTH_COUNTRY_CONGO,0.0
COURSE_CD_FULL_ALT_ABAB01.1,0.0
BIRTH_COUNTRY_COOK ISLANDS,0.0
BIRTH_COUNTRY_COSTA RICA,0.0
COURSE_CD_FULL_ALT_ABB002.2,0.0
BIRTH_COUNTRY_CUBA,0.0
BIRTH_COUNTRY_CYPRUS,0.0
BIRTH_COUNTRY_CZECH REPUBLIC,0.0
COURSE_CD_FULL_ALT_ABC101.1,0.0
COURSE_CD_FULL_ALT_ABC101.2,0.0
COURSE_CD_FULL_ALT_ABG101.1,0.0
BIRTH_COUNTRY_CÔTE D'IVOIRE,0.0
COURSE_CD_FULL_ALT_ABM101.2,0.0
COURSE_CD_FULL_ALT_ARAR01.1,0.0
COURSE_CD_FULL_ALT_ARAR01.2,0.0
BIRTH_COUNTRY_DENMARK,0.0
BIRTH_COUNTRY_DJIBOUTI,0.0
BIRTH_COUNTRY_DOMINICAN REPUBLIC,0.0
BIRTH_COUNTRY_ECUADOR,0.0
BIRTH_COUNTRY_EL SALVADOR,0.0
BIRTH_COUNTRY_ERITREA,0.0
BIRTH_COUNTRY_ESTONIA,0.0
BIRTH_COUNTRY_FAEROE ISLANDS,0.0
BIRTH_COUNTRY_FINLAND,0.0
BIRTH_COUNTRY_FORMER YUGOSLAVIA NOT FURTHER DEFINED,0.0
BIRTH_COUNTRY_GABON,0.0
BIRTH_COUNTRY_GAMBIA,0.0
BIRTH_COUNTRY_GEORGIA,0.0
COURSE_CD_FULL_ALT_ARB009.2,0.0
BIRTH_COUNTRY_GIBRALTAR,0.0
COURSE_CD_FULL_ALT_ARB101.2,0.0
BIRTH_COUNTRY_GRENADA,0.0
COURSE_CD_FULL_ALT_ARB102.2,0.0
BIRTH_COUNTRY_GUAM,0.0
BIRTH_COUNTRY_GUATEMALA,0.0
COURSE_CD_FULL_ALT_ARB104.2,0.0
COURSE_CD_FULL_ALT_ARB105.1,0.0
COURSE_CD_FULL_ALT_ARB201.1,0.0
BIRTH_COUNTRY_GUERNSEY,0.0
BIRTH_COUNTRY_GUINEA-BISSAU,0.0
BIRTH_COUNTRY_GUYANA,0.0
BIRTH_COUNTRY_HAITI,0.0
COURSE_CD_FULL_ALT_ARB202.3,0.0
BIRTH_COUNTRY_HUNGARY,0.0
BIRTH_COUNTRY_ICELAND,0.0
BIRTH_COUNTRY_ISLE OF MAN,0.0
COURSE_CD_FULL_ALT_ARB301.1,0.0
COURSE_CD_FULL_ALT_ARB301.2,0.0
BIRTH_COUNTRY_ITALY,0.0
COURSE_CD_FULL_ALT_ARB303.1,0.0
BIRTH_COUNTRY_JAMAICA,0.0
BIRTH_COUNTRY_JERSEY,0.0
BIRTH_COUNTRY_KAZAKHSTAN,0.0
BIRTH_COUNTRY_KIRIBATI,0.0
COURSE_CD_FULL_ALT_ARB405.1,0.0
COURSE_CD_FULL_ALT_ARC001.1,0.0
COURSE_CD_FULL_ALT_ARC101.1,0.0
"BIRTH_COUNTRY_KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF (NORTH)",0.0
COURSE_CD_FULL_ALT_ARC102.2,0.0
COURSE_CD_FULL_ALT_ARC201.1,0.0
BIRTH_COUNTRY_KOSOVO,0.0
COURSE_CD_FULL_ALT_ARC401.1,0.0
BIRTH_COUNTRY_KYRGYZ REPUBLIC,0.0
BIRTH_COUNTRY_LATVIA,0.0
BIRTH_COUNTRY_LESOTHO,0.0
COURSE_CD_FULL_ALT_ARC801.1,0.0
COURSE_CD_FULL_ALT_ARG001.1,0.0
COURSE_CD_FULL_ALT_ARG101.1,0.0
COURSE_CD_FULL_ALT_ARG201.1,0.0
COURSE_CD_FULL_ALT_ARG201.2,0.0
COURSE_CD_FULL_ALT_ARG501.1,0.0
COURSE_CD_FULL_ALT_ARG501.2,0.0
COURSE_CD_FULL_ALT_ARM001.1,0.0
COURSE_CD_FULL_ALT_ARM101.1,0.0
BIRTH_COUNTRY_LIBERIA,0.0
BIRTH_COUNTRY_LIBYA,0.0
COURSE_CD_FULL_ALT_ARM201.3,0.0
COURSE_CD_FULL_ALT_ARM301.1,0.0
COURSE_CD_FULL_ALT_ARM301.2,0.0
COURSE_CD_FULL_ALT_ARM301.3,0.0
BIRTH_COUNTRY_LITHUANIA,0.0
COURSE_CD_FULL_ALT_ARMG01.2,0.0
COURSE_CD_FULL_ALT_ARMG02.1,0.0
COURSE_CD_FULL_ALT_ARMG02.2,0.0
BIRTH_COUNTRY_LUXEMBOURG,0.0
BIRTH_COUNTRY_MADAGASCAR,0.0
BIRTH_COUNTRY_MALAWI,0.0
COURSE_CD_FULL_ALT_ARSC02.1,0.0
COURSE_CD_FULL_ALT_ARSC02.2,0.0
BIRTH_COUNTRY_MALTA,0.0
BIRTH_COUNTRY_MAURITANIA,0.0
"BIRTH_COUNTRY_MELANESIA, NFD",0.0
COURSE_CD_FULL_ALT_EDC101.1,0.0
BIRTH_COUNTRY_MEXICO,0.0
COURSE_CD_FULL_ALT_EDC103.1,0.0
"BIRTH_COUNTRY_MIDDLE EAST, NFD",0.0
COURSE_CD_FULL_ALT_EDC105.1,0.0
BIRTH_COUNTRY_MOLDOVA,0.0
COURSE_CD_FULL_ALT_EDC401.1,0.0
BIRTH_COUNTRY_MONTENEGRO,0.0
BIRTH_COUNTRY_MOROCCO,0.0
BIRTH_COUNTRY_MOZAMBIQUE,0.0
COURSE_CD_FULL_ALT_EDM102.1,0.0
BIRTH_COUNTRY_NAMIBIA,0.0
COURSE_CD_FULL_ALT_EDM301.1,0.0
COURSE_CD_FULL_ALT_EDM302.1,0.0
BIRTH_COUNTRY_NAURU,0.0
BIRTH_COUNTRY_NEW CALEDONIA,0.0
BIRTH_COUNTRY_NICARAGUA,0.0
BIRTH_COUNTRY_NIUE,0.0
COURSE_CD_FULL_ALT_ETB001.2,0.0
COURSE_CD_FULL_ALT_ETB001.3,0.0
BIRTH_COUNTRY_NORWAY,0.0
BIRTH_COUNTRY_PALAU,0.0
BIRTH_COUNTRY_PANAMA,0.0
BIRTH_COUNTRY_PARAGUAY,0.0
BIRTH_COUNTRY_PORTUGAL,0.0
BIRTH_COUNTRY_PUERTO RICO,0.0
BIRTH_COUNTRY_RWANDA,0.0
COURSE_CD_FULL_ALT_HLC001.1,0.0
COURSE_CD_FULL_ALT_HLC003.1,0.0
"BIRTH_COUNTRY_SAMOA, AMERICAN",0.0
COURSE_CD_FULL_ALT_HLC401.1,0.0
BIRTH_COUNTRY_SENEGAL,0.0
COURSE_CD_FULL_ALT_HLG003.1,0.0
BIRTH_COUNTRY_SEYCHELLES,0.0
BIRTH_COUNTRY_SLOVAKIA,0.0
COURSE_CD_FULL_ALT_HLHL01.2,0.0
BIRTH_COUNTRY_SLOVENIA,0.0
COURSE_CD_FULL_ALT_HLM101.1,0.0
BIRTH_COUNTRY_SOLOMON ISLANDS,0.0
COURSE_CD_FULL_ALT_HLM101.3,0.0
COURSE_CD_FULL_ALT_HLM102.1,0.0
COURSE_CD_FULL_ALT_HLM201.1,0.0
BIRTH_COUNTRY_SOMALIA,0.0
"BIRTH_COUNTRY_SOUTH AMERICA, NEC",0.0
BIRTH_COUNTRY_SOUTHERN AND CENTRAL ASIA,0.0
"BIRTH_COUNTRY_SOUTHERN AND EAST AFRICA, NEC",0.0
COURSE_CD_FULL_ALT_ITB001.1,0.0
COURSE_CD_FULL_ALT_ITB101.1,0.0
COURSE_CD_FULL_ALT_ITB101.2,0.0
COURSE_CD_FULL_ALT_ITC101.1,0.0
COURSE_CD_FULL_ALT_ITC102.1,0.0
BIRTH_COUNTRY_SPANISH NORTH AFRICA,0.0
BIRTH_COUNTRY_ST MARTIN (FRENCH PART),0.0
COURSE_CD_FULL_ALT_ITM001.2,0.0
BIRTH_COUNTRY_SURINAME,0.0
COURSE_CD_FULL_ALT_MGAR01.2,0.0
COURSE_CD_FULL_ALT_MGAR02.1,0.0
COURSE_CD_FULL_ALT_MGAR02.2,0.0
COURSE_CD_FULL_ALT_MGAR03.1,0.0
COURSE_CD_FULL_ALT_MGAR03.2,0.0
BIRTH_COUNTRY_SWAZILAND,0.0
BIRTH_COUNTRY_SWEDEN,0.0
BIRTH_COUNTRY_TAJIKISTAN,0.0
BIRTH_COUNTRY_TOGO,0.0
BIRTH_COUNTRY_TRINIDAD AND TOBAGO,0.0
BIRTH_COUNTRY_TUVALU,0.0
BIRTH_COUNTRY_URUGUAY,0.0
BIRTH_COUNTRY_VANUATU,0.0
"BIRTH_COUNTRY_VIRGIN ISLANDS, BRITISH",0.0
COURSE_CD_FULL_ALT_MGB108.2,0.0
"BIRTH_COUNTRY_VIRGIN ISLANDS, UNITED STATES",0.0
COURSE_CD_FULL_ALT_MGB201.1,0.0
BIRTH_COUNTRY_YEMEN,0.0
"BIRTH_COUNTRY_YUGOSLAVIA, FEDERAL REPUBLIC OF",0.0
BIRTH_COUNTRY_ZAMBIA,0.0
COURSE_CD_FULL_ALT_MGB304.1,0.0
LOCATION_TYPE_CAMPUS,0.0
"LOCATION_DESCRIPTION_UC - Ducere, Online",0.0
"LOCATION_DESCRIPTION_UC - TAFE Queensland, Nambour",0.0
COURSE_CD_FULL_ALT_MGB401.2,0.0
COURSE_CD_FULL_ALT_MGC001.1,0.0
COURSE_CD_FULL_ALT_MGC001.2,0.0
COURSE_CD_FULL_ALT_MGC201.1,0.0
"LOCATION_DESCRIPTION_UC - TAFE Queensland, Townsville",0.0
COURSE_CD_FULL_ALT_MGC601.1,0.0
COURSE_CD_FULL_ALT_MGG001.1,0.0
COURSE_CD_FULL_ALT_MGG001.2,0.0
COURSE_CD_FULL_ALT_MGG101.1,0.0
COURSE_CD_FULL_ALT_MGIT01.1,0.0
LOCATION_DESCRIPTION_UC Melbourne - City Campus,0.0
COURSE_CD_FULL_ALT_MGIT02.1,0.0
LOCATION_DESCRIPTION_UC Online in Partnership with University of London,0.0
COURSE_CD_FULL_ALT_MGIT03.1,0.0
"LOCATION_DESCRIPTION_UCI - Hangzhou Normal University, Hangzhou",0.0
"LOCATION_DESCRIPTION_UCI - Hanoi University, Hanoi",0.0
COURSE_CD_FULL_ALT_MGM102.2,0.0
COURSE_CD_FULL_ALT_MGM103.1,0.0
"LOCATION_DESCRIPTION_UCI - Lingnan Institute for Further Education, Hong Kong",0.0
"LOCATION_DESCRIPTION_UCI - Ningbo University, Ningbo",0.0
COURSE_CD_FULL_ALT_MGM401.1,0.0
COURSE_CD_FULL_ALT_MGM401.2,0.0
COURSE_CD_FULL_ALT_MGMG01.1,0.0
"LOCATION_DESCRIPTION_UCI - PSB Academy, Singapore",0.0
COURSE_CD_FULL_ALT_MGSC02.1,0.0
"LOCATION_DESCRIPTION_UCI - SVKM's Institute of International Studies, Mumbai",0.0
COURSE_CD_FULL_ALT_MGSC03.1,0.0
LOCATION_COUNTRY_Bhutan,0.0
COURSE_CD_FULL_ALT_NAU001.1,0.0
COURSE_CD_FULL_ALT_NAU002.1,0.0
LOCATION_COUNTRY_Hong Kong,0.0
LOCATION_COUNTRY_India,0.0
LOCATION_COUNTRY_Singapore,0.0
LOCATION_COUNTRY_Vietnam,0.0
AUSTRALIAN_CAMPUS_FLAG_N,0.0
AUSTRALIAN_CAMPUS_FLAG_Y,0.0
COURSE_CD_FULL_ALT_106JA.2,0.0
COURSE_CD_FULL_ALT_SCAR01.2,0.0
COURSE_CD_FULL_ALT_106JA.3,0.0
COURSE_CD_FULL_ALT_106JA.4,0.0
COURSE_CD_FULL_ALT_SCAR03.1,0.0
COURSE_CD_FULL_ALT_SCAR04.1,0.0
COURSE_CD_FULL_ALT_106JA.5,0.0
COURSE_CD_FULL_ALT_111JA.2,0.0
COURSE_CD_FULL_ALT_115JA.2,0.0
COURSE_CD_FULL_ALT_117JA.2,0.0
COURSE_CD_FULL_ALT_117JA.3,0.0
COURSE_CD_FULL_ALT_SCB201.2,0.0
COURSE_CD_FULL_ALT_124JA.2,0.0
COURSE_CD_FULL_ALT_132JA.1,0.0
COURSE_CD_FULL_ALT_SCB401.1,0.0
COURSE_CD_FULL_ALT_SCC003.1,0.0
COURSE_CD_FULL_ALT_132JA.4,0.0
COURSE_CD_FULL_ALT_SCC102.1,0.0
COURSE_CD_FULL_ALT_SCC103.1,0.0
COURSE_CD_FULL_ALT_SCC104.1,0.0
COURSE_CD_FULL_ALT_SCC201.1,0.0
COURSE_CD_FULL_ALT_SCC301.1,0.0
COURSE_CD_FULL_ALT_134JA.2,0.0
COURSE_CD_FULL_ALT_SCG001.1,0.0
COURSE_CD_FULL_ALT_135JA.1,0.0
COURSE_CD_FULL_ALT_135JA.2,0.0
COURSE_CD_FULL_ALT_135JA.3,0.0
COURSE_CD_FULL_ALT_137JA.2,0.0
COURSE_CD_FULL_ALT_SCH001.1,0.0
COURSE_CD_FULL_ALT_SCH001.2,0.0
COURSE_CD_FULL_ALT_SCH001.3,0.0
COURSE_CD_FULL_ALT_140AG.1,0.0
COURSE_CD_FULL_ALT_145JA.2,0.0
COURSE_CD_FULL_ALT_SCM001.1,0.0
COURSE_CD_FULL_ALT_145JA.3,0.0
COURSE_CD_FULL_ALT_146JA.2,0.0
COURSE_CD_FULL_ALT_147JA.2,0.0
COURSE_CD_FULL_ALT_148JA.2,0.0
COURSE_CD_FULL_ALT_149JA.2,0.0
COURSE_CD_FULL_ALT_149JA.3,0.0
COURSE_CD_FULL_ALT_158JA.2,0.0
COURSE_CD_FULL_ALT_163JA.2,0.0
COURSE_CD_FULL_ALT_168JA.2,0.0
COURSE_CD_FULL_ALT_171JA.1,0.0
COURSE_CD_FULL_ALT_SCSC03.2,0.0
COURSE_TITLE_Accelerated Pathways Programs,0.0
COURSE_TITLE_Associate Degree Of Justice Studies,0.0
COURSE_CD_FULL_ALT_174JA.2,0.0
COURSE_CD_FULL_ALT_179JA.1,0.0
COURSE_TITLE_Bachelor Of Applied Business (Management) (Online),0.0
COURSE_TITLE_Bachelor Of Applied Business (Marketing) (Online),0.0
COURSE_TITLE_Bachelor Of Applied Economics,0.0
COURSE_CD_FULL_ALT_179JA.2,0.0
COURSE_TITLE_Bachelor Of Applied Economics/Bachelor Of Laws,0.0
COURSE_TITLE_Bachelor Of Applied Economics/Bachelor Of Management,0.0
COURSE_TITLE_Bachelor Of Applied Entrepreneurship (Online),0.0
COURSE_TITLE_Bachelor Of Applied Entrepreneurship (Social Entrepreneurship) (Online),0.0
COURSE_TITLE_Bachelor Of Applied Fashion,0.0
COURSE_TITLE_Bachelor Of Applied Science (Honours),0.0
COURSE_CD_FULL_ALT_182JB.1,0.0
COURSE_CD_FULL_ALT_183JA.1,0.0
COURSE_TITLE_Bachelor Of Arts (Creative Writing),0.0
COURSE_TITLE_Bachelor Of Arts (Culture And Heritage),0.0
COURSE_CD_FULL_ALT_183JA.2,0.0
COURSE_TITLE_Bachelor Of Arts (Film Production),0.0
COURSE_TITLE_Bachelor Of Arts (Global Studies),0.0
COURSE_TITLE_Bachelor Of Arts / Bachelor Of Media Arts And Production,0.0
COURSE_CD_FULL_ALT_185JA.2,0.0
COURSE_CD_FULL_ALT_185JA.3,0.0
COURSE_TITLE_Bachelor Of Arts In International Studies,0.0
COURSE_TITLE_Bachelor Of Arts In International Studies / Bachelor Of Media Arts And Production,0.0
COURSE_TITLE_Bachelor Of Arts In International Studies/Bachelor Of Commerce,0.0
COURSE_TITLE_Bachelor Of Arts In International Studies/Bachelor Of Communication In Advertising,0.0
COURSE_TITLE_Bachelor Of Arts In International Studies/Bachelor Of Communication In Media And Public Affairs,0.0
COURSE_TITLE_Bachelor Of Arts In International Studies/Bachelor Of Communication In Public Relations,0.0
COURSE_TITLE_Bachelor Of Arts In International Studies/Bachelor Of Event And Tourism Management,0.0
COURSE_TITLE_Bachelor Of Arts In International Studies/Bachelor Of Journalism,0.0
COURSE_CD_FULL_ALT_188JA.1,0.0
COURSE_TITLE_Bachelor Of Arts In International Studies/Bachelor Of Management,0.0
COURSE_TITLE_Bachelor Of Arts In Psychology And Counselling,0.0
COURSE_TITLE_Bachelor Of Arts/ Bachelor Of Event And Tourism Management,0.0
COURSE_TITLE_Bachelor Of Arts/ Bachelor Of Laws,0.0
COURSE_CD_FULL_ALT_193JA.3,0.0
COURSE_CD_FULL_ALT_194JA.1,0.0
COURSE_TITLE_Bachelor Of Arts/Bachelor Of Communication In Advertising,0.0
COURSE_TITLE_Bachelor Of Arts/Bachelor Of Communication In Media And Public Affairs,0.0
COURSE_TITLE_Bachelor Of Arts/Bachelor Of Communication In Public Relations,0.0
COURSE_TITLE_Bachelor Of Arts/Bachelor Of Information Technology,0.0
COURSE_CD_FULL_ALT_194JA.2,0.0
COURSE_TITLE_Bachelor Of Arts/Bachelor Of Management,0.0
COURSE_TITLE_Bachelor Of Arts/Bachelor Of Science In Psychology,0.0
COURSE_TITLE_Bachelor Of Australian Politics & Public Policy/Bachelor Of Communication In Media & Public Affairs,0.0
COURSE_TITLE_Bachelor Of Australian Politics And Public Policy,0.0
COURSE_TITLE_Bachelor Of Australian Politics And Public Policy/Bachelor Of Laws,0.0
COURSE_CD_FULL_ALT_194JA.3,0.0
COURSE_CD_FULL_ALT_198JA.1,0.0
COURSE_TITLE_Bachelor Of Building And Construction Management (Honours),0.0
COURSE_TITLE_Bachelor Of Building And Construction Management/Bachelor Of Laws,0.0
COURSE_TITLE_Bachelor Of Built Environment (Architecture)/Bachelor Of Built Environment (Interior Architecture),0.0
COURSE_TITLE_Bachelor Of Business,0.0
COURSE_TITLE_Bachelor Of Business (Entrepreneurship & Innovation),0.0
COURSE_TITLE_Bachelor Of Business (Executive Administration),0.0
COURSE_TITLE_Bachelor Of Business (Human Resource Management),0.0
COURSE_TITLE_Bachelor Of Business (International Business),0.0
COURSE_CD_FULL_ALT_202JA.1,0.0
COURSE_TITLE_Bachelor Of Business (Marketing Management),0.0
COURSE_TITLE_Bachelor Of Business (Marketing),0.0
COURSE_TITLE_Bachelor Of Business (Service Management),0.0
COURSE_CD_FULL_ALT_202JA.5,0.0
COURSE_CD_FULL_ALT_204JA.1,0.0
COURSE_TITLE_Bachelor Of Business Administration/Bachelor Of Business Informatics,0.0
COURSE_TITLE_Bachelor Of Business Administration/Bachelor Of Management,0.0
COURSE_CD_FULL_ALT_205JA.1,0.0
COURSE_TITLE_Bachelor Of Business Informatics/Bachelor Of Laws,0.0
COURSE_TITLE_Bachelor Of Business Studies (Event And Tourism Management),0.0
COURSE_TITLE_Bachelor Of Business Studies (Event And Tourism Management)(Online),0.0
COURSE_CD_FULL_ALT_206JA.1,0.0
COURSE_CD_FULL_ALT_208JA.2,0.0
COURSE_TITLE_Bachelor Of Business/ Bachelor Of Arts,0.0
COURSE_TITLE_Bachelor Of Business/ Bachelor Of Business Informatics,0.0
COURSE_CD_FULL_ALT_210JA.1,0.0
COURSE_TITLE_Bachelor Of Business/ Bachelor Of Design,0.0
COURSE_CD_FULL_ALT_210JA.2,0.0
COURSE_TITLE_Bachelor Of Business/ Bachelor Of Laws,0.0
COURSE_TITLE_Bachelor Of Business/ Bachelor Of Science In Psychology,0.0
COURSE_TITLE_Bachelor Of Civil Engineering Technology,0.0
COURSE_CD_FULL_ALT_212JA.1,0.0
COURSE_TITLE_Bachelor Of Commerce (Accounting And Finance),0.0
COURSE_TITLE_Bachelor Of Commerce (Accounting),0.0
COURSE_TITLE_Bachelor Of Commerce (Business Economics),0.0
COURSE_CD_FULL_ALT_213JA.1,0.0
COURSE_CD_FULL_ALT_214AA.1,0.0
COURSE_CD_FULL_ALT_214JA.1,0.0
COURSE_TITLE_Bachelor Of Commerce/ Bachelor Of Laws,0.0
COURSE_TITLE_Bachelor Of Commerce/Bachelor Of Communication In Advertising,0.0
COURSE_TITLE_Bachelor Of Commerce/Bachelor Of Communication In Media And Public Affairs,0.0
COURSE_TITLE_Bachelor Of Commerce/Bachelor Of Communication In Public Relations,0.0
COURSE_TITLE_Bachelor Of Commerce/Bachelor Of Event And Tourism Management,0.0
COURSE_CD_FULL_ALT_218JA.1,0.0
COURSE_TITLE_Bachelor Of Communication And Media,0.0
COURSE_CD_FULL_ALT_220JA.1,0.0
COURSE_TITLE_Bachelor Of Communication And Media (Journalism),0.0
COURSE_TITLE_Bachelor Of Communication And Media (Marketing Communication),0.0
COURSE_TITLE_Bachelor Of Communication And Media (Sports Media),0.0
COURSE_CD_FULL_ALT_221AB.3,0.0
COURSE_TITLE_Bachelor Of Communication And Media/ Bachelor Of Laws,0.0
COURSE_TITLE_Bachelor Of Communication In Advertising,0.0
COURSE_TITLE_Bachelor Of Communication In Advertising/Bachelor Of Laws,0.0
COURSE_TITLE_Bachelor Of Communication In Journalism,0.0
COURSE_TITLE_Bachelor Of Communication In Journalism/Bachelor Of Laws,0.0
COURSE_TITLE_Bachelor Of Communication In Media And Public Affairs,0.0
COURSE_TITLE_Bachelor Of Communication In Media And Public Affairs/Bachelor Of Laws,0.0
COURSE_TITLE_Bachelor Of Communication In Public Relations,0.0
COURSE_TITLE_Bachelor Of Communication In Public Relations/Bachelor Of Event And Tourism Management,0.0
COURSE_TITLE_Bachelor Of Communication In Public Relations/Bachelor Of Laws,0.0
COURSE_TITLE_Bachelor Of Contemporary Music Practice,0.0
COURSE_TITLE_Bachelor Of Creative Industries (Acting And Performance),0.0
COURSE_TITLE_Bachelor Of Creative Industries (Applied Fashion),0.0
COURSE_TITLE_Bachelor Of Creative Industries (Contemporary Music Practice),0.0
COURSE_TITLE_Bachelor Of Creative Industries (Drama And Performance),0.0
COURSE_TITLE_Bachelor Of Creative Industries (Visual Arts),0.0
COURSE_CD_FULL_ALT_221JA.2,0.0
COURSE_TITLE_Bachelor Of Design (Game Development),0.0
COURSE_CD_FULL_ALT_221JA.3,0.0
COURSE_CD_FULL_ALT_223JA.2,0.0
COURSE_TITLE_Bachelor Of Design (Visual Communication Design),0.0
COURSE_TITLE_Bachelor Of Design/Bachelor Of Communication And Media,0.0
COURSE_CD_FULL_ALT_223JA.3,0.0
COURSE_TITLE_Bachelor Of Digital Design (Game Design),0.0
COURSE_TITLE_Bachelor Of Digital Design (Visual Communication Design),0.0
COURSE_CD_FULL_ALT_224JA.2,0.0
COURSE_TITLE_Bachelor Of Early Childhood Education (Birth To Five),0.0
COURSE_TITLE_Bachelor Of Economic Studies (Online),0.0
COURSE_TITLE_Bachelor Of Education,0.0
COURSE_TITLE_Bachelor Of Education (Graduate Entry),0.0
COURSE_TITLE_Bachelor Of Education/Bachelor Of Arts,0.0
COURSE_TITLE_Bachelor Of Education/Bachelor Of Science,0.0
COURSE_TITLE_Bachelor Of Educational Studies,0.0
COURSE_CD_FULL_ALT_224JA.3,0.0
COURSE_TITLE_Bachelor Of Engineering In Network And Software Engineering,0.0
COURSE_TITLE_Bachelor Of Engineering In Network And Software Engineering (Honours),0.0
COURSE_TITLE_Bachelor Of Engineering Technology,0.0
